Name,Order mean,Order deviation,Duration mean (ms),Duration deviation,User CPU % mean,User CPU % deviation,System CPU % mean,System CPU % deviation,Committed heap (B) mean,Committed heap deviation,Used heap (B) mean,Used heap deviation,Used heap ratio mean,Used heap ratio deviation,Classes loaded mean,Classes loaded deviation,Methods compiled mean,Methods compiled deviation,File read duration (ms) mean,File read deviation,File write duration (ms) mean,File write deviation,Socket read duration (ms) mean,Socket read deviation,Socket write duration(ms) mean,Socket write deviation,Avg active thread mean,Avg active count deviation,Avg active daemon mean,Avg active daemon deviation,Thread sleep mean,Thread sleep deviation,GC count,GC count deviation,GC pause time,GC pause time deviation,GC % test time,GC % deviation
org.apache.commons.imaging.formats.jpeg.exif.ExifRewriterRoundtripTest,80.2,43.261898210026494,69,19,18.446138247847557,5.242455767509978,1.2230971023673192,0.526555631605573,277337866,218547460,119605112,106831226,0.39708665483205,0.11449653559893462,9.34,10.680155162061755,0.06,0.23989793748209529,10463068,9108618,664220,593827,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1.76,2.2274722564066254,9,11,10.695130945090472,12.367183636651463
org.apache.commons.imaging.formats.png.PngWriteReadTest,92.2,51.81954559934357,75,16,20.174376271665096,6.417520458233273,0.9417237662710249,0.2200075293157768,224122634,219787261,91154763,90609170,0.40207718156866756,0.1087275214536644,2.4,2.2223355980148636,0.32,0.5126959555693245,50816,341607,142805,149020,0,0,0,0,0.22,1.5556349186104046,0.2,1.414213562373097,0,0,1.02,0.914508901330241,2,5,2.7049709095482997,6.383084369485191
org.apache.commons.imaging.formats.jpeg.iptc.IptcUpdateTest,73.9,53.05647741716714,84,23,19.143450364470482,6.207873878416891,0.9408927115146071,0.19687169189678275,129530593,55527308,53219986,34694660,0.38839363100246616,0.10447476317786496,0.1,0.3030457633656632,0.02,0.1414213562373094,32363940,36705987,416367,451192,0,0,0,0,0.22,1.5556349186104046,0.2,1.4142135623730971,0,0,0.32,0.5510657577710257,6,19,4.449377438925634,13.364998560906567
org.apache.commons.imaging.formats.png.PngReadTest,81.7,53.15562442642609,97,40,18.76602403819561,5.600645861556391,0.8056539284298196,0.21330179394238738,197541232,148056929,83916485,68817604,0.3939336142045821,0.10985491151140016,1.5,1.6933242273042426,0.0,0.0,27798040,38110519,101157,113815,0,0,0,0,0.44,2.177435300943732,0.4,1.9794866372215734,0,0,1.0,0.9689042833036098,4,16,3.3559195290470756,10.439460353276177
org.apache.commons.imaging.formats.jpeg.exif.WriteExifMetadataExampleTest,86.7,51.504012128242216,100,35,16.551902785897255,5.900239400734575,0.9782946924678981,0.36585178485071596,163472998,138250509,60912658,62250312,0.33111754727170023,0.07825235571024483,0.3,0.46291004988627565,0.12,0.328260722659316,21576483,44501123,344430,547632,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1.66,1.9857656725108441,10,21,7.194847167296403,11.650793314455347
org.apache.commons.imaging.formats.xmp.XmpDumpTest,91.0,41.453194652991165,110,26,19.760240592062473,5.320271090328156,1.0205454409588128,0.3425674300767906,143025766,87834264,60355419,49895348,0.4059854067231176,0.13044018997910253,4.4,9.777107789867806,0.06,0.23989793748209523,111035452,104218817,59875,94915,0,0,0,0,0.66,2.6388773123030473,0.6,2.3989793748209527,0,0,0.14,0.4522054797526976,2,11,1.1218540857638601,6.139071705616713
org.apache.commons.imaging.formats.png.PngMultipleRoundtripTest,105.66,42.41755989864459,114,19,21.084430493414402,6.433589592692247,1.0227456374559551,0.3197396910885423,203497144,142167403,92420823,58971807,0.4698173749007954,0.12369764463763376,0.06,0.3136356914300022,0.4,0.4948716593053935,6803895,4560836,320880,200076,0,0,0,0,1.32,3.610867949252475,1.2,3.28260722659316,0,0,1.1,0.8144110179279559,2,5,2.5648260462845758,4.873054496354669
org.apache.commons.imaging.formats.tiff.TiffAlphaRoundTripTest,88.0,46.880220797696936,135,37,17.09757748246193,4.1258367936525815,0.9944036181550473,0.40577854039492584,187642675,167269664,81912572,83021749,0.3932808667479682,0.11427122550099825,24.56,57.779722451138625,0.0,0.0,2756837,3141647,113493,128466,0,0,0,0,1.32,3.6108679492524733,1.2,3.282607226593161,0,0,1.26,1.5754494013856908,6,10,4.430030082141993,7.222343757441798
org.apache.commons.imaging.formats.tiff.TiffJpegTest,78.38,40.751556875229966,149,101,18.51969423890114,6.244552179583825,0.9525385720189661,0.32245508776549764,192927498,151018811,77214019,74984872,0.3637058109773783,0.10201444351632671,0.12,0.32826072265931616,0.16,0.3703280399090204,10377703,13543032,40442,60639,0,0,0,0,0.88,3.0145226717965667,0.8,2.740475156178696,0,0,0.7,0.994884876941723,3,7,2.04187135295649,5.039577728270548
org.apache.commons.imaging.formats.rgbe.RgbeReadTest,76.1,37.865093504736635,164,51,17.61964040249586,5.357200950762269,0.9481237288564444,0.210224438979673,148834877,91902219,60124162,48785207,0.3699292524565315,0.11457499811102945,1.62,2.7766519260374247,0.02,0.14142135623730936,81073668,112360229,36343,61952,0,0,0,0,0.88,3.0145226717965685,0.8,2.740475156178695,0,0,0.62,1.0079277589921503,15,38,6.318779800814898,13.719837597690288
org.apache.commons.imaging.formats.jpeg.segments.AppnSegmentTest,62.64,53.87542698348721,216,862,17.58842621743679,5.4636413128819505,0.9909493043087423,0.23674726277353453,114514984,49870233,46747108,30862724,0.3838163605779192,0.1198081356968375,0.4,0.989743318610786,0.1,0.46291004988627565,144598473,433857214,331335,1258316,0,0,0,0,0.66,2.63887731230305,0.6,2.398979374820954,0,0,2.58,10.329450664019268,28,115,0.8014969993668383,3.2056493836336784
org.apache.commons.imaging.formats.tiff.TiffLzwTest,43.2,40.832659997225,219,85,19.449185214936733,8.39398451828406,0.9905171130085364,0.32876289171532735,233087959,196085974,108285865,117700881,0.38890260922851555,0.1324699223748536,1.82,2.5610106423449484,0.22,0.6788345354580988,22895,68743,55019,98552,0,0,0,0,0.66,2.6388773123030473,0.6,2.3989793748209545,0,0,1.94,1.3156824875946573,4,5,1.7398507337716709,2.5506359662400233
org.apache.commons.imaging.formats.jpeg.exif.ExifRewriteTest,95.46,35.90873351786642,246,60,20.067824326455593,6.756705913704004,0.8416819372796454,0.29125143732577763,240794992,158618267,102253187,81674442,0.3889716839374096,0.09462081897204207,4.28,3.758201914832818,0.42,0.64174506986332,90512064,92749998,120757,126526,0,0,0,0,2.42,4.602971533561283,2.2,4.184519575964805,0,0,10.5,5.5778351443870395,63,36,24.479883877531634,9.34661608940809
org.apache.commons.imaging.formats.png.ConvertPngToGifTest,96.7,36.1968822651107,280,49,20.816580705344677,5.503686942176586,0.7803951011155732,0.186734501816797,215367024,119185474,101665023,68815787,0.4428731741995476,0.11990945838552758,0.76,1.9119388599224674,0.38,0.6023762469230862,10001672,9850782,420687,313421,0,0,0,0,3.3,5.092010548749034,3.0,4.6291004988627575,0,0,2.6,2.0404081224408146,20,21,6.7045080024279695,6.056927758754675
org.apache.commons.imaging.formats.tiff.TiffCcittTest,81.78,41.66645496544857,289,84,18.848385080695152,8.484894104156734,0.9452312596840784,0.19382152518849807,197425889,188450551,78286428,89670176,0.34813789166939907,0.08041625701213893,0.28,0.5728553615932407,0.8,1.3850513878332371,207,735,47574,93558,0,0,0,0,0.66,2.6388773123030504,0.6,2.3989793748209545,0,0,9.64,3.993668458335274,39,36,11.999167314105414,9.29564896514303
org.apache.commons.imaging.roundtrip.LimitedColorRoundtripTest,87.0,42.52250304610634,312,65,22.531986989080906,8.422686921383184,0.8921551104867831,0.2540902886381522,209337712,127601360,96374108,71098622,0.4230409250783418,0.10771078738066651,5.14,14.361243195574971,0.36,0.5627918743883488,38137,82556,1162039,1048542,0,0,0,0,1.76,4.073608438999227,1.6,3.7032803990902043,0,0,2.96,2.0499875559602403,14,17,4.971665301749545,6.177977950751793
org.apache.commons.imaging.roundtrip.BitmapRoundtripTest,75.2,36.71956604607747,583,104,20.134212590754032,6.3131817155492875,0.8715832255547866,0.18067085986295026,174755676,124136331,79553456,72095693,0.41847236156050754,0.11172667939924819,63.56,52.45101115735113,0.62,0.9233921492109892,16074,18691,2362197,2110349,0,0,0,0,3.3,5.092010548749033,3.0,4.6291004988627575,0,0,9.0,6.411087334947679,25,23,4.222759299186697,3.9945099072927284
org.apache.commons.imaging.roundtrip.GrayscaleRountripTest,85.0,53.440793101777025,623,158,18.709896504878998,5.542776211375416,0.9258110924856737,0.23235959269250317,175342878,119093745,75511667,55865161,0.402968506734823,0.1126919397057121,45.0,45.456864504849484,0.2,0.494871659305393,9183,11800,2104567,2274615,0,0,0,0,2.86,4.873962474627971,2.6,4.43087497693452,0,0,4.76,3.2043338000340746,16,19,2.790847286640591,3.376559621459113
org.apache.commons.imaging.formats.xbm.XbmReadTest,115.2,39.59179465598439,697,42,20.354465693235397,5.665981601115047,1.0273149309796281,0.34933201294388233,178850365,104593422,68180297,41298748,0.3812571395912083,0.08956887146836881,0.68,0.9570362413968133,0.04,0.19794866372215741,802198455,433857214,55174,71831,0,0,0,0,4.84,5.515691900646478,4.4,5.014265364224069,0,0,4.04,0.493219328618059,135,28,19.37430515058764,3.396759794607113
org.apache.commons.imaging.formats.png.PngWriterTest,88.18,40.980179380290856,706,83,19.500383220613003,5.957780685955051,0.883300753775984,0.2863395261757298,222256168,179810548,95279394,85196644,0.39485393718819606,0.10494000946354724,7.8,9.07339686182881,0.72,1.0887176504718656,10332341,11898336,64713,108750,0,0,0,0,3.96,5.333605435235671,3.6,4.848732213850615,0,0,6.32,5.092771988869346,49,41,6.762602079266872,4.8715140249029085
org.apache.commons.imaging.formats.tiff.TiffReadTest,92.9,24.71242767582038,863,123,20.382058143615723,6.351011634000289,1.1621402679011226,0.3614071332488335,194678620,125367669,68916714,41635003,0.3591890119960888,0.08700807063934911,5.0,10.836446439150217,1.4,1.5386185163241435,249354940,233409623,84307,97825,0,0,0,0,6.12,5.483332816409215,5.56,4.982254223025674,0,0,21.9,10.90824440129425,159,82,17.47751984175526,7.9863060023433405
org.apache.commons.imaging.formats.pcx.PcxReadTest,70.8,43.973090101347495,958,137,15.948568690568209,3.3152819293200966,0.9841803128365427,0.15712643902695028,110100480,66222453,40774084,31944037,0.3551887694879278,0.07341438148218275,1.42,2.2865177159397048,0.14,0.3505098327538656,798053813,433857214,20213,32718,0,0,0,0,4.56,5.4178842169019354,4.14,4.919805869739005,0,0,5.46,0.9082389328715615,168,64,17.173383814491945,4.5563660102598345
org.apache.commons.imaging.formats.gif.GifReadTest,87.6,51.02460390911069,1002,129,17.521862752735615,4.660791719515751,0.9779490038054064,0.3135799622495454,260419092,180840201,149062964,125836017,0.4780691343817854,0.1952556173043166,6.18,6.438690448676464,0.72,1.0309496315810696,302609403,322185151,478827,521578,0,0,0,0,5.5,5.555838995037159,5.0,5.050762722761053,0,0,7.18,3.5380728064404603,35,45,3.2077268070900384,3.8369362546296144
org.apache.commons.imaging.formats.jpeg.JpegReadTest,39.9,49.08852893975729,1056,172,16.085704140365124,5.085757621782801,0.9462809290271252,0.1544732621906795,166429982,159304873,55505542,61246212,0.31229715075614417,0.064349045694236,0.76,1.5979578804696652,0.66,1.4929767552901585,21965062,47537219,98040,205092,0,0,0,0,2.2,4.444671196029731,2.0,4.040610178208843,0,0,7.5,3.9756914428787846,55,45,5.329055614522941,4.2953969530353815
org.apache.commons.imaging.formats.tiff.TiffFloatingPointReadTest,104.0,45.42542666563631,1944,105,16.699413899332285,2.8371343956753314,1.438717808574438,0.31668669750319467,162969681,87602525,74507145,43458782,0.45430426240844135,0.10710529556228279,0.76,2.0855185818165305,1.02,0.7951382885757566,1569344011,433857214,53183,45063,0,0,0,0,8.8,4.444671196029729,8.0,4.040610178208843,0,0,22.1,11.099273739800294,53,35,2.687612317724496,1.7812939658087108
org.apache.commons.imaging.formats.tiff.TiffSubImageTest,60.1,45.90018007167559,3062,242,17.468816071748734,5.320737651975415,0.8503331862157211,0.14475550661821715,208352051,159008866,85292843,77818175,0.36394824883403,0.08898265496074227,0.02,0.1414213562373094,0.32,0.6833291853200795,55457545,72264765,40935,54297,0,0,0,0,4.4,5.443588252359326,4.0,4.948716593053935,0,0,55.96,15.886022607490974,133,82,4.349106144417824,2.5834741443687324
org.apache.commons.imaging.bytesource.ByteSourceImageTest,65.64,58.98452235587759,3531,919,17.188014540821314,4.262705689830368,0.9424609050038271,0.2375047644668492,146265866,68582171,59279275,37623992,0.3824604142324112,0.09481993959025908,17.74,34.10356974552306,1.3,1.8543935693924525,1343516899,433857214,2197836,2690314,0,0,0,0,4.74,5.409024960231569,4.3,4.908343583602709,0,0,39.08,12.062490351058845,361,149,9.681582526346402,4.038693031337889
org.apache.commons.imaging.formats.xpm.XpmReadTest,79.2,50.5153038035737,6863,507,14.3958161175251,0.9455836149652939,1.0645069328602403,0.2099819542579927,87671439,29557275,37822670,12904307,0.4323969036098869,0.030808312729261357,4.86,0.9899494936611665,0.08,0.27404751561786983,7104882400,433857214,20705,25338,0,0,0,0,10.8,0.4040610178208846,9.8,0.4040610178208846,0,0,45.82,3.6348090368950454,1237,386,17.714344893163,4.713389539381815
